DATE_REPORTED,KPI_GROUP1,OVERALL_TESTED_TST,TOTAL_RESIDENTS_TESTED_TST,TOTAL_POSITIVES_TST,NO_DEATH_TST,NO_RECOVERED_TST,KPI_GROUP2,TOTAL_ICU_BEDS_HOS,ICU_BEDS_AVAILABLE_HOS,TOTAL_VENTILATORS_HOS,VENTILATORS_IN_USE_HOS,VENTILATORS_AVAILABLE_HOS,TOTAL_COVID19_PATIS_DCHOS_HOS,TOTAL_COVID19_PATIENTS_ICU_HOS,TOTAL_COVID19_NON_DCHOS_HOS,KPI_GROUP3,TOTAL_POSITIVE_FEMS,TOTAL_POSITIVE_OUT_FEMS,PERSON_RETRND_TO_WORK_FEMS,PERSON_QUARANTINE_FEMS,OUT_POSITIVE_QUARANTINE_FEMS,RETURND_TO_WORK_FEMS,KPI_GROUP4,TOTAL_POSITIVE_PSMPD,TOTAL_POSITIVE_OUT_PSMPD,RECOVRD_RETURND_TO_WORK_PSMPD,PERSON_QUARANTINE_PSMPD,OUT_POSITIVE_QUARANTINE_PSMPD,RETURND_TO_WORK_PSMPD,LIVE_LOST_MPD,KPI_GROUP5,TOTAL_POSITIVE_PSDP,TOTAL_POSITIVE_OUT_PSDP,RECOVRD_RETURND_TO_WORK_PSDP,PERSON_QUARANTINE_PSDP,OUT_POSITIVE_QUARANTINE_PSDP,RETURND_TO_WORK_PSDP,LIVE_LOST_PERSONNEL_PSDP,KPI_GROUP6,TOTAL_POSITIVE_PSDR,TOTAL_POSITIVE_ISO_PSDR,RECOVRD_RES_PSDR,RES_QUARANTINE_PSDR,OUT_POSITIVE_QUARANTINE_PSDR,RETURND_TO_GP_PSDR,LIVE_LOST_RES_PSDR,KPI_GROUP7,TOTAL_POSITIVE_PSDYP,TOTAL_POSITIVE_OUT_PSDYP,RETURND_TO_WORK_PSDYP,PERSON_QUARANTINE_PSDYP,OUT_POSITIVE_QUARANTINE_PSDYP,RETURND_PER_TO_WORK_PSDYP,LIVE_LOST_PERSONNEL_PSDYP,KPI_GROUP8,TOTAL_POSITIVE_PSDYR,TOTAL_POSITIVE_OUT_PSDYR,RECOVRD_RES_PSDYR,RES_QUARANTINE_PSDYR,OUT_POSITIVE_QUARANTINE_PSDYR,NO_LONGER_ISO_QUAR_PSDYR,RETURND_TO_GP_PSDYR,KPI_GROUP9,TOTAL_POSITIVE_PSOUCP,TOTAL_POSITIVE_OUT_PSOUCP,RETURND_TO_WORK_PSOUCP,PERSON_QUARANTINE_PSOUCP,OUT_POSITIVE_QUARANTINE_PSOUCP,RETURND_PER_TO_WORK_PSOUCP,KPI_GROUP10,TOTAL_REMOTE_QTRN_SHELTER_DHS,TOTAL_REMOTE_QRTN_DHS,REMOTE_QUARN_SHELTER_DHS,LIVE_LOST_DHS,KPI_GROUP11,TOTAL_POSITIVE_SEHP,PERSON_QUARANTINE_SEHP,POSITIVE_OUT_QUARN_SEHP,RETURND_TO_WORK_SEHP,LIVE_LOST_SEHP,KPI_GROUP12,IIC_QRNT_ISLTD_POSITIVE_SEHI,IIC_QRNT_ISLTD_EXPO_SYM_SEHI,TOTAL_IIC_ISLD_QTRN_SEHI,TOTAL_RES_NOT_ISLTD_QRTN_SEHI,LIVE_LOST_SEHI,KPI_GROUP13,DDA_POSITIVE_HSDDS,DDA_RECOVERED_HSDDS,DDA_LIVE_LOST_HSDDS,KPI_GROUP14,TOTAL_POSITIVE_CFSA,PERSON_QUARANTINE_CFSA,RETURND_TO_WORK_CFSA,LIVE_LOST_CFSA,KPI_GROUP15,TOTAL_POSITIVE_DMVP,TOTAL_POSITIVE_OUT_DMVP,RECOVERED_RETURNED_WRK_DMVP,TOTAL_QUARN_DMVP,POSITIVE_OUT_QUARN_DMVP,RETURNED_TO_WORK_DMVP,LIVE_LOST_DMVP,KPI_GROUP16,TOTAL_POSITIVE_CONF_DCPSPWIP,TOTAL_RPRTD_PENDCONF_DCPSPWIP,TOTAL_CURR_QUARN_DCPSPWIP,KPI_GROUP17,TOTAL_POSITIVE_CONF_DCPSSPIPA,TOTAL_RPRTD_PENDCONF_DCPSSPIPA,TOTAL_CURR_QUARN_DCPSSPIPA,OBJECTID
2020/10/13 04:00:00+00,Testing,448262,235263,16132,638,12627,Hospitals,345,61,440,172,268,86,24,2050,Public Safety - FEMS,157,12,145,59,71,2329,Public Safety - MPD,258,19,238,39,58,2023,1,Public Safety - DOC - Personnel,101,2,98,0,2,320,1,Public Safety - DOC -Residents,217,0,208,92,92,1360,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,92,92,0,0,Public Safety - OUC -Personnel,18,1,17,4,5,84,Human Services - DHS,349,45,34,21,Saint Elizabeths Hospital (SEH-Personnel) ,143,1,10,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,200,56,14,Human Services - DDS,254,215,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,221
2020/10/14 04:00:00+00,Testing,450614,235875,16166,638,12681,Hospitals,345,74,440,166,274,88,22,2119,Public Safety - FEMS,157,12,145,59,71,2331,Public Safety - MPD,258,19,238,40,59,2023,1,Public Safety - DOC - Personnel,101,1,99,0,1,321,1,Public Safety - DOC -Residents,217,0,208,94,94,1369,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,92,92,0,0,Public Safety - OUC -Personnel,18,1,17,4,5,84,Human Services - DHS,350,41,41,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,5,11,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,254,215,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,222
2020/10/15 04:00:00+00,Testing,455787,237674,16255,641,12731,Hospitals,345,64,440,159,281,86,21,2171,Public Safety - FEMS,159,14,145,64,78,2338,Public Safety - MPD,260,20,239,47,67,2020,1,Public Safety - DOC - Personnel,101,1,99,0,1,321,1,Public Safety - DOC -Residents,217,0,208,91,91,1373,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,93,93,0,0,Public Safety - OUC -Personnel,18,1,17,4,5,84,Human Services - DHS,350,44,43,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,5,11,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,255,215,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,223
2020/10/16 04:00:00+00,Testing,462968,239835,16334,641,12793,Hospitals,345,70,440,166,281,84,23,2106,Public Safety - FEMS,159,11,148,54,65,2343,Public Safety - MPD,260,20,239,47,67,2023,1,Public Safety - DOC - Personnel,101,1,99,0,1,321,1,Public Safety - DOC -Residents,217,0,208,86,86,1375,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,94,94,0,0,Public Safety - OUC -Personnel,18,1,17,5,6,84,Human Services - DHS,351,46,43,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,5,11,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,255,217,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,224
2020/10/17 04:00:00+00,Testing,466805,240959,16370,641,12801,Hospitals,345,40,440,175,265,78,20,2040,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,352,46,43,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,5,11,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,197,56,14,Human Services - DDS,255,217,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,225
2020/10/18 04:00:00+00,Testing,469040,241621,16395,641,12824,Hospitals,345,46,440,178,262,84,20,1942,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,352,49,44,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,5,11,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,197,56,14,Human Services - DDS,255,217,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,226
2020/10/19 04:00:00+00,Testing,473807,243299,16445,642,12884,Hospitals,345,75,440,162,278,85,20,1949,Public Safety - FEMS,159,12,147,63,75,2343,Public Safety - MPD,260,17,242,40,57,2035,1,Public Safety - DOC - Personnel,101,0,100,0,0,322,1,Public Safety - DOC -Residents,217,0,208,88,88,1373,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,94,94,0,0,Public Safety - OUC -Personnel,18,1,17,5,6,84,Human Services - DHS,352,54,43,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,6,12,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,197,56,14,Human Services - DDS,255,217,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,227
2020/10/20 04:00:00+00,Testing,476443,244181,16498,642,12938,Hospitals,345,69,440,166,274,96,23,2064,Public Safety - FEMS,159,11,148,59,70,2359,Public Safety - MPD,260,16,243,44,60,2033,1,Public Safety - DOC - Personnel,101,0,100,0,0,322,1,Public Safety - DOC -Residents,217,0,208,68,68,1194,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,92,92,0,0,Public Safety - OUC -Personnel,18,1,17,5,6,84,Human Services - DHS,352,63,48,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,6,12,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,197,56,14,Human Services - DDS,255,217,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,228
2020/10/21 04:00:00+00,Testing,479435,245551,16537,642,12979,Hospitals,345,56,440,166,274,95,23,2110,Public Safety - FEMS,159,11,148,59,70,2359,Public Safety - MPD,260,16,243,48,64,2036,1,Public Safety - DOC - Personnel,101,0,100,0,0,322,1,Public Safety - DOC -Residents,217,0,208,74,74,1391,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,92,92,0,0,Public Safety - OUC -Personnel,18,1,17,5,6,84,Human Services - DHS,352,65,50,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,7,10,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,200,56,14,Human Services - DDS,256,217,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,229
2020/10/22 04:00:00+00,Testing,485753,246627,16609,642,13028,Hospitals,345,65,440,174,266,91,23,2146,Public Safety - FEMS,159,9,150,50,59,2368,Public Safety - MPD,261,14,246,49,63,2038,1,Public Safety - DOC - Personnel,101,0,100,0,0,322,1,Public Safety - DOC -Residents,217,0,208,74,74,1391,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,92,92,0,0,Public Safety - OUC -Personnel,18,1,17,17,18,84,Human Services - DHS,352,68,49,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,7,10,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,256,17,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,230
2020/10/23 04:00:00+00,Testing,491553,248189,16706,642,13068,Hospitals,345,69,440,158,282,93,21,2111,Public Safety - FEMS,159,8,151,46,54,2368,Public Safety - MPD,261,14,246,49,63,2038,1,Public Safety - DOC - Personnel,101,0,100,0,0,322,1,Public Safety - DOC -Residents,217,0,208,79,79,1389,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,90,90,0,0,Public Safety - OUC -Personnel,18,1,17,5,6,84,Human Services - DHS,352,62,49,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,7,10,292,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,256,220,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,231
2020/10/24 04:00:00+00,Testing,496232,249572,16767,642,13104,Hospitals,345,59,440,176,264,95,21,2009,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,352,65,52,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,7,10,294,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,256,220,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,232
2020/10/25 04:00:00+00,Testing,498190,250043,16812,642,13179,Hospitals,345,68,440,168,272,98,23,1944,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,352,70,52,21,Saint Elizabeths Hospital (SEH-Personnel) ,144,7,10,294,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,256,220,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,233
2020/10/26 04:00:00+00,Testing,502538,251532,16906,644,13215,Hospitals,345,59,440,172,268,106,26,1981,Public Safety - FEMS,159,7,152,50,57,2379,Public Safety - MPD,265,13,251,58,71,2040,1,Public Safety - DOC - Personnel,102,21,100,0,1,322,1,Public Safety - DOC -Residents,217,0,208,92,92,1386,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,91,91,0,0,Public Safety - OUC -Personnel,18,1,17,3,4,86,Human Services - DHS,352,65,42,21,Saint Elizabeths Hospital (SEH-Personnel) ,145,7,10,294,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,257,220,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,234
2020/10/27 04:00:00+00,Testing,505407,252520,16973,644,13276,Hospitals,345,53,440,199,241,101,25,2114,Public Safety - FEMS,159,7,152,53,60,2385,Public Safety - MPD,367,15,251,60,75,2037,1,Public Safety - DOC - Personnel,102,1,100,0,1,22,1,Public Safety - DOC -Residents,217,0,208,90,90,1397,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,89,89,0,0,Public Safety - OUC -Personnel,18,1,17,3,4,86,Human Services - DHS,353,64,42,21,Saint Elizabeths Hospital (SEH-Personnel) ,145,7,10,294,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,201,56,14,Human Services - DDS,258,220,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,235
2020/10/28 04:00:00+00,Testing,509864,253947,17074,645,13325,Hospitals,345,71,440,176,264,102,28,2121,Public Safety - FEMS,159,5,154,54,59,2390,Public Safety - MPD,268,16,251,57,73,2042,1,Public Safety - DOC - Personnel,102,1,100,0,1,322,1,Public Safety - DOC -Residents,217,0,208,92,92,1392,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,92,92,0,0,Public Safety - OUC -Personnel,18,1,17,2,3,87,Human Services - DHS,353,63,37,21,Saint Elizabeths Hospital (SEH-Personnel) ,145,6,10,297,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,202,56,14,Human Services - DDS,258,220,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,236
2020/10/29 04:00:00+00,Testing,514130,255048,17144,646,13348,Hospitals,345,68,440,172,268,102,30,2130,Public Safety - FEMS,160,6,154,50,56,2401,Public Safety - MPD,269,15,253,56,71,2042,1,Public Safety - DOC - Personnel,102,1,100,0,1,322,1,Public Safety - DOC -Residents,217,0,208,72,72,1414,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,93,93,0,0,Public Safety - OUC -Personnel,18,1,17,0,1,89,Human Services - DHS,353,64,38,21,Saint Elizabeths Hospital (SEH-Personnel) ,145,6,10,297,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,202,56,14,Human Services - DDS,258,220,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,237
2020/10/30 04:00:00+00,Testing,520436,256811,17266,646,13348,Hospitals,345,72,440,182,258,107,29,2129,Public Safety - FEMS,160,6,154,53,59,2401,Public Safety - MPD,269,15,253,46,61,2060,1,Public Safety - DOC - Personnel,102,1,100,0,1,322,1,Public Safety - DOC -Residents,217,0,208,87,87,1400,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,95,95,0,0,Public Safety - OUC -Personnel,18,1,17,0,1,89,Human Services - DHS,353,63,39,21,Saint Elizabeths Hospital (SEH-Personnel) ,145,6,10,297,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,202,56,14,Human Services - DDS,259,220,31,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,238
2020/10/31 04:00:00+00,Testing,525246,258131,17369,646,13349,Hospitals,345,52,440,182,258,101,34,2071,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,353,64,37,21,Saint Elizabeths Hospital (SEH-Personnel) ,145,6,10,297,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,202,56,14,Human Services - DDS,259,220,32,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,239
2020/11/01 04:00:00+00,Testing,528174,258983,17438,647,13443,Hospitals,345,56,440,183,257,93,27,1994,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,353,73,41,21,Saint Elizabeths Hospital (SEH-Personnel) ,145,6,10,297,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,202,56,14,Human Services - DDS,259,220,32,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,240
2020/11/02 05:00:00+00,Testing,533419,260618,17524,647,13517,Hospitals,345,48,440,169,271,93,30,2017,Public Safety - FEMS,161,7,154,60,67,2414,Public Safety - MPD,272,17,254,66,83,2048,1,Public Safety - DOC - Personnel,102,1,100,0,1,322,1,Public Safety - DOC -Residents,217,0,208,98,98,1391,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,100,100,0,0,Public Safety - OUC -Personnel,18,1,17,0,1,89,Human Services - DHS,353,78,45,21,Saint Elizabeths Hospital (SEH-Personnel) ,145,6,10,297,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,202,56,14,Human Services - DDS,259,220,32,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,241
2020/11/03 05:00:00+00,Testing,537091,261707,17601,647,13601,Hospitals,345,62,440,171,269,92,29,2043,Public Safety - FEMS,164,9,156,67,76,2414,Public Safety - MPD,273,18,254,69,87,2047,1,Public Safety - DOC - Personnel,102,1,100,0,1,322,1,Public Safety - DOC -Residents,217,0,208,103,103,1385,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,100,100,0,0,Public Safety - OUC -Personnel,18,1,17,0,1,89,Human Services - DHS,353,83,46,21,Saint Elizabeths Hospital (SEH-Personnel) ,146,7,10,301,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,202,56,14,Human Services - DDS,259,220,32,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,242
2020/11/04 05:00:00+00,Testing,540502,262829,17682,650,13653,Hospitals,345,62,440,193,247,83,26,2072,Public Safety - FEMS,164,9,155,77,86,2284,Public Safety - MPD,273,18,254,69,87,2048,1,Public Safety - DOC - Personnel,102,1,100,0,1,322,1,Public Safety - DOC -Residents,217,0,208,91,91,1392,1,Public Safety - DYRS - Personnel,39,1,38,0,1,198,1,Public Safety - DYRS -Residents,16,0,16,100,100,0,0,Public Safety - OUC -Personnel,18,1,17,0,1,89,Human Services - DHS,353,77,39,21,Saint Elizabeths Hospital (SEH-Personnel) ,146,7,8,303,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,200,56,14,Human Services - DDS,259,220,32,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,243
2020/11/05 05:00:00+00,Testing,546323,264455,17792,652,13738,Hospitals,345,66,440,164,276,79,25,2105,Public Safety - FEMS,165,9,156,81,90,2428,Public Safety - MPD,277,22,254,66,88,2051,1,Public Safety - DOC - Personnel,102,1,101,0,0,323,1,Public Safety - DOC -Residents,217,0,208,91,91,1390,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,100,100,0,0,Public Safety - OUC -Personnel,18,1,17,0,1,89,Human Services - DHS,353,73,40,21,Saint Elizabeths Hospital (SEH-Personnel) ,147,5,8,305,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,200,56,14,Human Services - DDS,259,220,32,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,244
2020/11/06 05:00:00+00,Testing,550585,265472,17891,654,13811,Hospitals,345,55,440,163,277,77,25,2142,Public Safety - FEMS,167,11,156,81,90,2432,Public Safety - MPD,277,21,255,66,87,2056,1,Public Safety - DOC - Personnel,102,0,101,0,0,323,1,Public Safety - DOC -Residents,217,0,208,96,96,1384,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,95,95,0,0,Public Safety - OUC -Personnel,18,1,17,0,1,89,Human Services - DHS,353,65,40,21,Saint Elizabeths Hospital (SEH-Personnel) ,147,5,8,305,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,200,56,14,Human Services - DDS,259,220,32,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,245
2020/11/07 05:00:00+00,Testing,555449,266844,18001,654,13843,Hospitals,345,62,440,166,274,89,25,2064,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,353,61,34,21,Saint Elizabeths Hospital (SEH-Personnel) ,147,5,8,305,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,203,56,14,Human Services - DDS,259,220,32,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,246
2020/11/08 05:00:00+00,Testing,558814,267808,18087,655,13919,Hospitals,345,46,440,170,270,104,29,2001,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,353,68,34,21,Saint Elizabeths Hospital (SEH-Personnel) ,147,5,8,305,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,203,56,14,Human Services - DDS,259,220,32,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,247
2020/11/09 05:00:00+00,Testing,561833,268838,18173,657,13977,Hospitals,345,57,440,175,265,109,27,2061,Public Safety - FEMS,172,16,156,121,137,2447,Public Safety - MPD,282,25,256,63,88,2067,1,Public Safety - DOC - Personnel,105,3,101,0,3,323,1,Public Safety - DOC -Residents,217,0,208,93,93,1392,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,0,92,92,0,0,Public Safety - OUC -Personnel,18,1,17,0,1,89,Human Services - DHS,353,56,30,21,Saint Elizabeths Hospital (SEH-Personnel) ,147,5,8,305,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),83,0,203,56,14,Human Services - DDS,259,220,32,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,248
